nodeIdx,nodeId,topic,target,found,foundRegistrant,foundExtra,timeToFirstMs,timeToCompletionMs,hitTimeout,recall
388,c81eacd91b7b05821ed6619c8c63aed030b6065bba1d3d62c4f935b23209a5e3,4,39,39,39,0,162.290208,1244.740042,0,1.0
389,b09db89cc05fcadd4f1b220144f933a05670c45fb98359152a1396f2f4e69f67,3,67,67,67,0,89.520042,2152.969334,0,1.0
390,a2493f875473d1234ebaa9e3671377b7026a928ad8d0481601dcefa5c86dd3f9,0,211,200,200,0,77.586125,90000.019375,1,0.9478672985781991
391,8143e53ac87db01994b285928a68e9d19aa9f342b1fb4ba131711bc51fbfacc3,0,211,162,162,0,84.138875,90000.016458,1,0.7677725118483413
392,5641e8011f6a75c8239f9fb2f9eb6732248933de54ad136b3fb48c841f3a2784,0,211,201,201,0,73.283,90000.021291,1,0.95260663507109
393,73b22e8caf7779c44db78fa236b04a4c2e6825dc054f9516928e1ccb54481b59,0,211,207,207,0,82.667875,90000.014042,1,0.981042654028436
394,1207d4434290c801428208fcd9c55c40ab3099bdb45bdaa86f107d61c356761d,0,211,205,205,0,79.5935,90000.012459,1,0.9715639810426541
395,cab69203f070b762eca27c0efc887d92d37e423df283076dd1603ee79dfb7a98,1,105,105,105,0,97.818209,3098.865459,0,1.0
396,53bfd977133ef7f92b0c89ccf13d2d451a4dbc9d19a99a4a3e90e26a97a3fe0e,0,211,203,203,0,86.42475,90000.015708,1,0.9620853080568721
397,818c72de24c83d04dacea48e727a3ef2471e4d24bf9149b7be6d7356f4d65272,0,211,206,206,0,82.613459,90000.00975,1,0.976303317535545
398,62c1158fb3eb8c4c9afd6667d5b7e8eb552e94fb5cabc891e94621341aded208,0,211,204,204,0,85.445458,90000.022791,1,0.966824644549763
399,61c07a9210a9dface26adb4ce965e95499c55e10e9787e8d811e42b248378abb,0,211,206,206,0,86.979833,90000.023041,1,0.976303317535545
400,086e8ef71dc3b2423e71e02723dcdd5b1a33e5e33da7c22227da87fbc1cf0c69,0,211,199,199,0,93.86575,90000.006042,1,0.943127962085308
401,1d864c8bf4aa7c314ceb7635ad91ab582bbb228893959dd25a748c2c1e408212,4,39,39,39,0,76.483542,1302.486625,0,1.0
402,754468077a671a5b0e6b08ef7183e8b2851717a332d4b59ba807150d97d1d9d9,2,73,73,73,0,87.867834,1679.980209,0,1.0
403,8ee04695cc3d467008f58d7284dba6d10f22bf743bdbfe97053da66d938276ae,0,211,205,205,0,72.300333,90000.01575,1,0.9715639810426541
404,955f89321fe7b1d4cd34b2bfd92fe28f29c57aefab22dc7d324b84324d788328,0,211,205,205,0,96.7685,90000.015166,1,0.9715639810426541
405,d3c6d01ba67e89e16c46111411c5eb42c8a6d6048acca8a6989111a6c8ca9c34,1,105,105,105,0,87.120416,2763.494583,0,1.0
406,44f1fd074546cee47b894bf481ed02027fabfa564114d1bddaf1dab0ebc84e69,0,211,202,202,0,78.424542,90000.013792,1,0.957345971563981
407,5aee4ef8aa2c450bab8c95e105741a526cacfe9b68211d899b28d4f6d9272ba9,0,211,202,202,0,86.627791,90000.023791,1,0.957345971563981
408,6d4457054d83c21d5a0b53eac780b2d388ae2c057974c5971dec5f3a09ecdd89,4,39,39,39,0,77.656583,1227.408,0,1.0
409,611669013acf80a6266d85e3c5529d8d02e3dcae163ebb445d43689620d41372,3,67,67,67,0,66.444916,2562.155083,0,1.0
410,a7260a1fba193c6fcfc9b6f3fbe6effe17371d16eba4dfa8ca50d254ff15a492,3,67,67,67,0,88.066,2154.506375,0,1.0
411,8dca9f9680dbb99bbc6d65cf089d5aef291fb2c7494934f69f1a0f4635d80033,3,67,67,67,0,86.942084,2220.6895,0,1.0
412,5763c7181cfe721062bb9deb65aabbbeb805214c0e7255bb88355d3045f544f9,0,211,205,205,0,94.406958,90000.032583,1,0.9715639810426541
413,805325520e0245ddc648b1c50552faed0efbaf2c022126716ddfdfcdb3bfba9a,0,211,203,203,0,84.066458,90000.017083,1,0.9620853080568721
414,45e57c785da13bd0e6cfa651f507d78968e3af61f3ca02f315b9ff9751ff0f31,2,73,73,73,0,87.262042,2277.074125,0,1.0
415,db706473dec247237f677cba0bcefef0a0cef0e84559d1f0fc978e77066b0bf5,4,39,39,39,0,95.392334,1370.793834,0,1.0
416,af04e23fbeff57279de9767f6f24b04fc15855f2c88dc012f88d60072520320d,1,105,89,89,0,82.840917,90000.013209,1,0.8476190476190476
417,1ee827c8509d08c5105ed035f68bb2d2b491fc13f59bc5c07ea13f046d7aee63,2,73,73,73,0,82.883084,2027.426084,0,1.0
418,4bb056f13759d04a6b36ba68b49a67b52ca7687c4b9a260a40a157c3a4fc025c,0,211,202,202,0,96.250375,90000.014166,1,0.957345971563981
419,54d9ad58737a6730321f3d8dc3136afa167b8ab68c0c1cb3cd7b306ad9a148ab,2,73,73,73,0,154.689167,2330.299125,0,1.0
420,95f2c3a371d875fec2a27391ab8505b6b0393855bc99a184989d4b22f0b5bc3c,4,39,39,39,0,82.090792,1290.657959,0,1.0
421,44d160a4a0d8bf2f793de94fcbb33f35fc2ccd1079fdf537860b7b0429ff47fd,1,105,104,104,0,94.906917,90000.0235,1,0.9904761904761905
422,956b7c3b78f7a5c5aa41f70a2ca91d0e5044cde84fb86bd6f32c0710092c2a7b,4,39,39,39,0,87.551459,1100.152417,0,1.0
423,d33c073d43cf477ff59be118f9c330891ef52f6bc048b41719e311fc0b2a14db,1,105,105,105,0,97.247667,3750.410542,0,1.0
424,f018576f9f7d8c82355d352344a543de6ec7bb1d1753df95b762c95bd20ca9ed,1,105,105,105,0,136.7295,2437.884584,0,1.0
425,aeb88c794d9e53ca4377031b07a2a3e26e942449b1b7318f4ba995595c8b468f,2,73,73,73,0,70.959875,2515.544583,0,1.0
426,235b1770bd905ba970fcd4fa56da59bc4ec9d9319c70425bb09fc3aff7f629bf,0,211,204,204,0,90.34875,90000.012291,1,0.966824644549763
427,dd056bdb01f3935062a0bb72cb41bade54a6d2fe8a5ad7eec5f4d78928514f84,0,211,161,161,0,77.015875,90000.011583,1,0.7630331753554502
428,1eeaccdb2de6f5264a97c1d02581c0f4cb684ca25087024510dbffc1ef1b94a6,0,211,204,204,0,82.9415,90000.024166,1,0.966824644549763
429,954bacff6c86b6dfcd51ac384644212647a63f2765b1bbbc1e773efdf9eb47a9,1,105,104,104,0,94.546084,90000.014709,1,0.9904761904761905
430,23b02cb5459d343ce1756fd255459ea66389c071e09a81da33ace08bb4a15a35,0,211,204,204,0,67.269042,90000.019625,1,0.966824644549763
431,fe916b1df64bb6300ba72d0e7794b177773d9023c01f94f097fd254203f28b4d,2,73,73,73,0,146.980708,1602.73175,0,1.0
432,053931e0a5a918f9ebdbb792dcac81a65ce3156eb62e20a21485571e1f8a1853,0,211,199,199,0,93.460667,90000.022292,1,0.943127962085308
433,8abbaf837fa2411d177bfa4a7b7ec358ae0757a0624d5a6b1042437730220a4f,3,67,67,67,0,92.986833,1906.919291,0,1.0
434,6653a11dc82d1514fa9cfcf9a1bf184ba66ea91c7c3c7a378a3a762c4886a8f9,1,105,105,105,0,133.005584,3528.954459,0,1.0
435,4ea865c684aef375ff94fe4e5770dd0d1f347fa87c334e5b70e89397f67ee1e8,1,105,105,105,0,96.649,3021.323083,0,1.0
436,8208efd0b4c05175af0746d814539df3ddd5adf56863432d68e82c9b0dc8f722,3,67,67,67,0,80.365917,2757.122292,0,1.0
437,ddf9dd2007045de14d5f67cd247ae02fe7867cea789c510b76e9e8a998d0cb6e,0,211,166,166,0,84.647042,90000.020875,1,0.7867298578199052
438,410889f3711ca87e1b0af32382db03e944ea3e6ab3c4ec6704b787c729ce577c,4,39,39,39,0,81.119334,520.021,0,1.0
439,e2ae729e4db15bfdffb2fbd6871cd6eacb1af84c4650f4beb9ecaa1d22a0cfe5,1,105,105,105,0,93.439667,3130.312958,0,1.0
440,7f1e520ee3d0e05d2a0483c7e11cc8bb4e68b448b9bab95b574cb5ae879362ee,0,211,203,203,0,82.861125,90000.023667,1,0.9620853080568721
441,403a7727eb969cf15d36463cfe71ab3a0f55f969cf7b54336d9634e927da8e44,0,211,201,201,0,77.633916,90000.0125,1,0.95260663507109
442,ce687c7e0d1248227bfdc52eedda3c06c2ece41c83bcb1d6104350fb317c8b9c,0,211,208,208,0,94.633792,90000.029209,1,0.985781990521327
443,dfcdcc6848e4cf365f23d2d4407f85c955bd706e08ccc3f8ad91c64ea06ab476,1,105,105,105,0,78.116209,2926.483959,0,1.0
444,61e8ebbadbdedce66c5a27d8e2e749e803ea613ce836fdbd6cd55984ee6ac851,2,73,73,73,0,88.798583,2760.575583,0,1.0
445,9007a3702e1cf77c7b368ea5fd2641a566eac1c3cf10ea7578f2d89973256715,1,105,105,105,0,78.5125,2757.14275,0,1.0
446,b3401412696a002745e793aaf06dc9959900f87da88e8e6c9cc0cf94cfcc4005,0,211,196,196,0,73.662084,90000.022459,1,0.9289099526066351
447,f0af4a3c60dba8ff224295b4292154b81b76c72eae622c6f88e7fbf33dd161d0,3,67,67,67,0,75.623833,1775.954125,0,1.0
448,9606dc758a8b94f44a8fde082fe99b78d604b50fa98b0841cb4ef731536802cc,3,67,67,67,0,92.979916,2463.523166,0,1.0
449,cff4565e24634cb0bd8ccaa3663311f103c4e239a6673fd07173f4b0af608b1f,1,105,90,90,0,92.5075,90000.025667,1,0.8571428571428571
450,22fe055b88560208b2431c1351e6cf8f3843850f703b095adf98e7b159cfd446,3,67,67,67,0,81.883291,2386.4325,0,1.0
451,d2306993e4be5cb19d31b30b50598b6da23c208aebe09c82d3df3d4b160c61ad,0,211,201,201,0,92.888792,90000.010583,1,0.95260663507109
452,83d5dc423565203989a365d8999d17d95bc43032aa9f03ca2881601551335d62,1,105,104,104,0,95.706084,90000.014125,1,0.9904761904761905
453,bfc5a83bcd38d29e6c070d45ecc604ecfcee01c0bfcd0e8fcbbebdf62c007c37,1,105,105,105,0,76.260584,2516.150375,0,1.0
454,24ebcf5073a7cc624567191fd6b362fa42dcfbe15557e4e31c41fc39d1291da0,3,67,67,67,0,133.499291,2446.964166,0,1.0
455,54cddd7bf5324834d04551c053fc7ca1e38b60ecc76b171202b5b2db31450eae,0,211,190,190,0,147.979,90000.038625,1,0.9004739336492891
456,b15ca9331bf087abc0550896c22db11ae80965144dc731fca3ee1ce7a00ac465,1,105,105,105,0,75.336291,2944.684458,0,1.0
457,7c74b60f1ee1c63fdc05e7d257c68f9a7ccbe353f633ac4571b197a482a0549a,2,73,73,73,0,92.046417,2765.99875,0,1.0
458,af70918c012ac94f092c5cc769ff5ea2bd4f09e5b33229868044346d3f71682f,1,105,105,105,0,93.442458,2408.354333,0,1.0
459,81c6ea91ff2ead6a4a1968df411420afd1fa1f0e148f922ff5a64aee4d8fd997,3,67,67,67,0,87.342542,3251.30925,0,1.0
460,d45e6e1fa3ec559025d21e776dc6cfb1d94e39cc101395a2d2c0f65198cb0fe9,2,73,73,73,0,82.40625,1856.581958,0,1.0
461,34030bab57831f93a33593aa9c31216b694ba7be07b56d171c032412e2b259ae,0,211,205,205,0,95.059459,90000.012209,1,0.9715639810426541
462,c5e30f158b0af9e5b858db2fbc1fab15f8a3305ab81c9f859a3907e2928d1ca1,0,211,206,206,0,94.935042,90000.0195,1,0.976303317535545
463,4cdeaf36c870bb63cdfc7ceaf2a356a1a6212386901f836c8013994380e66b5e,1,105,105,105,0,65.990834,2495.493292,0,1.0
464,5eab257a91e63746d4eabe2753fc232ac3fa91f02274249c0dd5d89f33a0507a,0,211,203,203,0,66.594542,90000.017583,1,0.9620853080568721
465,ee81e3f656b3f7bfd73d08d7fcd88a53ea5c4efb76bcfc2a44da72ee01363228,3,67,67,67,0,75.067291,2798.463083,0,1.0
466,0c03b9c50dac8182dd2055f88338740afa2544684db7882c640f02427d8be10f,0,211,205,205,0,85.945958,90000.010791,1,0.9715639810426541
467,54199e33aa800bdd0e3e0cc930608e4a295608450a770a02b410f5db81301e9d,1,105,105,105,0,93.816375,3436.720833,0,1.0
468,31d8d5ba156ace57b651299b893cb1fed1f75e5a8edd4ea47ed06342234ac50b,0,211,202,202,0,84.022541,90000.013916,1,0.957345971563981
469,085a6eb33a62705f56f377383d39fcbacf2ec4b85100f9e0f28d57095e73dd45,0,211,200,200,0,89.807709,90000.027459,1,0.9478672985781991
470,6cf670fadf4a77b8234c7da2cd07dbd990e6192c8aeaea43430e5d77c006015a,0,211,204,204,0,90.50075,90000.019792,1,0.966824644549763
471,7c737cb9a83421fc4a830d275ace6c30ebc674721bafebe3ba69fd889314f6df,3,67,67,67,0,66.556542,1902.493667,0,1.0
472,fc2567649983b14a72296eb5f97b9063b7352eab61c5559853163a420c61e9a7,3,67,67,67,0,93.290875,1795.918417,0,1.0
473,2075a7e514a335520b8952fa2853a5d19c674fcf29c5e27ab2d78758061a5aac,4,39,39,39,0,82.35475,711.195417,0,1.0
474,e183b208a10f81a56f5c6fea616e026064d255120d7318ec107cc594ac92c674,3,67,67,67,0,95.902833,1210.624833,0,1.0
475,24f5c9bccae484c002bd7dcca40b6da64543f55f144ddad8ff2ddcc0e83ba248,0,211,199,199,0,78.874917,90000.043459,1,0.943127962085308
476,299fa783f983143c874dfb7a412385f48b4be4e597541348828d5fa1f3097d46,0,211,203,203,0,80.531084,90000.023542,1,0.9620853080568721
477,4986266173373a64f00e4286b566ffc472b0dc6c275b0f9f7fce63cdc7a072db,3,67,67,67,0,78.712208,2623.933625,0,1.0
478,c8ec09020a1ac65f11af8c60f717a16076aae8703dfb3da6f095738d5cb2298c,2,73,73,73,0,94.360708,2043.706875,0,1.0
479,854a0a8d9459d81d9d31e818057ec13cff394369a370611a2f15c4e1a2270b37,0,211,208,208,0,86.056333,90000.017791,1,0.985781990521327
480,8d3413bf03605d268a10a283d4df9f412f4e264ce076c7da56782e49ae8dba42,1,105,105,105,0,85.219083,2569.596875,0,1.0
481,bd920eb6c11544b15817bcf1bbd684b3a35c42c1fa266d6596912983fd440a62,2,73,73,73,0,91.870541,2413.795416,0,1.0
482,b28bbc3fbde3789bdafb0aeccd7a62c86cbc84aa09e837a559d1bd5b7bd1f285,1,105,105,105,0,94.373334,3695.54875,0,1.0
483,829b32c1c665e374b52c13ba367d142b6c55f3c8898ac9ee8720c0af5c381df1,3,67,67,67,0,94.298625,1856.902167,0,1.0
484,e2297e4771fe629425feba7bb1d037d3f3768c06686614ce1f1d06ed5f6125df,0,211,205,205,0,84.334041,90000.009041,1,0.9715639810426541
485,9e5e4d6755c571eebe332b126eee8dab877880f7f5f2f60ae1e8b25af88d271a,2,73,73,73,0,91.43175,2081.125375,0,1.0
486,1e72f584f9fa8be7aa5e79881019a7d189e184779a6b9ca4e6076966bdbb9c1a,4,39,39,39,0,268.847708,1471.241833,0,1.0
487,623ab00bafe5a0d4b801d9f279500ae508c70d5f8757a878eef8a3800876f30c,0,211,203,203,0,80.405208,90000.013625,1,0.9620853080568721
488,e61759a26bcdc3a7ab8243bc7ffa92a5b220847ad506a35b17d4c22cb3bac450,3,67,67,67,0,68.828958,1904.1055,0,1.0
489,d520d32b8bad733f14abfc5552ff92e7bde16d6efa8cb512d8e449a6dbb3653c,3,67,67,67,0,141.68175,1787.723125,0,1.0
490,cc0f5fae63070e23a387d19157e98245bb5a7d9ca8616b23dbb377f1c87b42f0,0,211,194,194,0,66.658125,90000.019334,1,0.919431279620853
491,edfcbced3d4f02268c1c5e94784f64d3f870238084841d6d6e21cd110bf8d17e,1,105,105,105,0,94.751459,3378.178042,0,1.0
492,080824d73b0814c1502e0b6c9fa313265a39dd8660edf0c66b8bd04cd1ee3b3e,0,211,153,153,0,78.534792,90000.012292,1,0.7251184834123223
493,997c4dc4c5cbc9b43bcf9b5fddc28a08bd64361cbb5187141bfc217d2a784a15,0,211,205,205,0,94.56575,90000.009,1,0.9715639810426541
494,3a0aab076a5f67828f198f1cc0e949efe9a67af057cf2b993cd4778cfc4ac41f,1,105,105,105,0,82.192959,2744.165875,0,1.0
495,4f1d1d4bcabae8452a768d750a4c150fb0d2406c6eb0353797f7345840eadfbf,1,105,105,105,0,77.204959,2754.312834,0,1.0
496,c4c9324d6821d3d948c7f656030d2eefaa7160c282925ae99c4432d1f357b7ce,0,211,206,206,0,88.985333,90000.01425,1,0.976303317535545
497,5fbaa27c7db80142d5a551c97e384744498b7220767fbc54b1efc2186b63af87,2,73,73,73,0,70.440125,1827.864375,0,1.0
498,7f61f1199a024e9e8a95cdc91b71cf11eb85eabfef0acfab8dc0892f79977c93,1,105,105,105,0,78.523875,2328.445125,0,1.0
499,902c8cb2190073643b59366c3532b4f26ed507acc5515e1f86e169b726899329,3,67,67,67,0,72.405584,2690.299125,0,1.0
